Phon1	Phon2	Phon3	Count	Centered Prob(Phon2 | Phon1 ... Phon3)
z	I	{	10	0.476190476190476
n	I	k	210	0.476190476190476
n	d	h	10	0.476190476190476
g	@	n	102	0.474418604651163
d	r	i	18	0.473684210526316
_	V	_	9	0.473684210526316
{	g	n	34	0.472222222222222
z	I	t	51	0.472222222222222
f	$	J	8	0.470588235294118
$	S	H	24	0.470588235294118
u	p	3	8	0.470588235294118
f	r	Q	31	0.46969696969697
I	g	z	84	0.46927374301676
V	n	J	30	0.46875
J	@	d	7	0.466666666666667
3	p	r	7	0.466666666666667
h	2	_	7	0.466666666666667
f	r	E	48	0.466019417475728
3	S	H	27	0.46551724137931
n	I	_	20	0.465116279069767
6	@	l	20	0.465116279069767
k	@	n	618	0.463963963963964
$	l	s	19	0.463414634146341
T	l	I	25	0.462962962962963
u	t	r	25	0.462962962962963
b	I	w	6	0.461538461538462
f	@	R	54	0.461538461538462
J	r	@	18	0.461538461538462
f	r	V	30	0.461538461538462
w	3	T	6	0.461538461538462
J	I	z	12	0.461538461538462
I	k	s	361	0.461047254150702
U	l	 	163	0.46045197740113
k	r	{	104	0.460176991150442
d	I	p	74	0.459627329192547
g	I	v	17	0.459459459459459
s	f	U	28	0.459016393442623
_	@	b	33	0.458333333333333
b	{	N	31	0.455882352941176
1	s	t	67	0.45578231292517
g	z	$	15	0.454545454545455
6	t	p	5	0.454545454545455
s	V	D	5	0.454545454545455
T	w	$	5	0.454545454545455
3	s	p	5	0.454545454545455
b	r	2	25	0.454545454545455
z	j	U	5	0.454545454545455
f	U	l	307	0.45414201183432
k	@	l	351	0.452903225806452
n	I	f	76	0.452380952380952
n	1	S	98	0.451612903225806
N	g	@	55	0.450819672131148
t	I	s	176	0.450127877237852
5	D	z	9	0.45
T	@	d	9	0.45
_	@	r	36	0.45
z	m	Q	9	0.45
T	j	u	9	0.45
b	r	#	9	0.45
p	j	u	62	0.449275362318841
p	r	u	62	0.449275362318841
V	k	S	22	0.448979591836735
2	t	H	13	0.448275862068966
@	b	_	13	0.448275862068966
J	I	 	21	0.446808510638298
I	l	u	29	0.446153846153846
E	m	b	37	0.44578313253012
f	$	m	90	0.445544554455446
@	l	u	69	0.445161290322581
f	2	@	73	0.445121951219512
p	I	g	32	0.444444444444444
V	r	5	4	0.444444444444444
V	d	z	4	0.444444444444444
8	b	{	4	0.444444444444444
Q	n	Q	4	0.444444444444444
D	@	z	4	0.444444444444444
v	3	J	4	0.444444444444444
_	I	5	8	0.444444444444444
U	l	d	4	0.444444444444444
v	I	{	4	0.444444444444444
I	m	b	71	0.44375
_	I	k	89	0.442786069651741
N	k	@	54	0.442622950819672
@	k	w	23	0.442307692307692
h	{	n	111	0.442231075697211
@	n	k	34	0.441558441558442
J	E	k	30	0.441176470588235
f	#	D	15	0.441176470588235
S	I	{	11	0.44
p	V	b	22	0.44
5	n	j	44	0.44
S	@	r	18	0.439024390243902
f	V	N	18	0.439024390243902
s	t	#	64	0.438356164383562
J	U	1	7	0.4375
v	I	z	28	0.4375
t	u	T	14	0.4375
6	t	k	7	0.4375
@	f	U	14	0.4375
b	l	Q	31	0.436619718309859
d	r	$	24	0.436363636363636
b	l	2	24	0.436363636363636
d	I	v	65	0.436241610738255
w	I	g	17	0.435897435897436
l	5	D	17	0.435897435897436
H	t	 	81	0.435483870967742
T	r	@	10	0.434782608695652
r	i	E	10	0.434782608695652
6	t	r	10	0.434782608695652
V	n	m	20	0.434782608695652
s	I	g	30	0.434782608695652
s	t	1	143	0.434650455927052
t	I	_	39	0.433333333333333
s	t	j	45	0.432692307692308
g	V	v	16	0.432432432432432
3	l	d	16	0.432432432432432
f	I	f	16	0.432432432432432
t	l	I	430	0.4321608040201
V	N	k	95	0.431818181818182
f	@	r	71	0.43030303030303
b	@	r	89	0.429951690821256
n	k	Q	49	0.429824561403509
@	m	9	3	0.428571428571429
 	Z	q	3	0.428571428571429
N	k	#	3	0.428571428571429
$	J	u	3	0.428571428571429
S	@	l	57	0.428571428571429
N	@	m	3	0.428571428571429
@	n	h	9	0.428571428571429
1	n	d	24	0.428571428571429
4	d	z	3	0.428571428571429
8	r	i	3	0.428571428571429
3	k	b	3	0.428571428571429
Q	t	i	3	0.428571428571429
5	l	h	6	0.428571428571429
N	k	m	3	0.428571428571429
S	I	E	3	0.428571428571429
2	t	S	3	0.428571428571429
i	n	g	3	0.428571428571429
4	l	z	3	0.428571428571429
S	r	E	3	0.428571428571429
 	2	D	3	0.428571428571429
u	m	{	12	0.428571428571429
z	b	7	3	0.428571428571429
@	d	z	21	0.428571428571429
f	l	E	44	0.427184466019417
 	k	w	195	0.426695842450766
 	k	@	645	0.426587301587302
T	E	t	23	0.425925925925926
m	p	Q	20	0.425531914893617
g	l	$	14	0.424242424242424
3	t	s	11	0.423076923076923
t	@	h	11	0.423076923076923
{	d	v	19	0.422222222222222
m	p	{	32	0.421052631578947
E	l	T	16	0.421052631578947
s	p	4	8	0.421052631578947
n	_	4	8	0.421052631578947
h	8	R	8	0.421052631578947
p	@	r	182	0.420323325635104
h	E	d	105	0.42
w	3	k	88	0.419047619047619
z	m	@	49	0.418803418803419
1	t	 	606	0.418797512093988
Q	N	k	36	0.418604651162791
I	1	S	48	0.417391304347826
3	m	E	5	0.416666666666667
z	I	z	5	0.416666666666667
j	V	N	5	0.416666666666667
l	k	j	10	0.416666666666667
v	@	p	10	0.416666666666667
j	{	N	5	0.416666666666667
6	s	m	5	0.416666666666667
J	b	{	5	0.416666666666667
n	j	U	32	0.415584415584416
Q	l	v	22	0.415094339622642
_	m	@	22	0.415094339622642
n	t	P	63	0.414473684210526
I	n	h	31	0.413333333333333
m	p	@	114	0.41304347826087
k	5	h	14	0.411764705882353
z	I	d	23	0.410714285714286
J	m	@	16	0.41025641025641
z	I	s	25	0.409836065573771
V	n	s	72	0.409090909090909
g	l	Q	18	0.409090909090909
g	P	 	85	0.408653846153846
s	p	E	136	0.408408408408408
7	l	I	69	0.408284023668639
k	{	T	11	0.407407407407407
U	{	l	11	0.407407407407407
k	Q	g	11	0.407407407407407
b	I	l	222	0.407339449541284
w	8	r	28	0.405797101449275
k	r	5	58	0.405594405594406
U	1	t	17	0.404761904761905
p	@	v	19	0.404255319148936
k	l	7	19	0.404255319148936
n	t	 	1022	0.404112297350732
l	1	S	107	0.40377358490566
s	I	s	144	0.403361344537815
m	I	s	220	0.402930402930403
 	s	k	456	0.402826855123675
h	6	s	87	0.400921658986175
f	$	p	6	0.4
b	l	5	28	0.4
i	@	_	2	0.4
f	j	7	2	0.4
p	n	P	2	0.4
_	4	f	2	0.4
i	p	4	2	0.4
7	m	{	2	0.4
h	i	D	2	0.4
3	m	6	2	0.4
7	g	r	4	0.4
{	_	U	4	0.4
f	1	v	12	0.4
E	t	V	4	0.4
v	1	S	28	0.4
D	s	@	2	0.4
u	n	2	8	0.4
u	f	U	2	0.4
h	I	D	2	0.4
p	@	w	2	0.4
d	r	Q	24	0.4
k	1	Z	4	0.4
J	d	i	2	0.4
p	S	P	2	0.4
3	t	7	2	0.4
i	z	8	2	0.4
H	h	5	2	0.4
d	V	J	6	0.4
#	b	8	2	0.4
b	l	8	2	0.4
u	b	$	4	0.4
D	1	@	2	0.4
#	t	8	2	0.4
J	k	i	2	0.4
f	t	7	2	0.4
H	h	E	2	0.4
t	E	D	2	0.4
2	n	j	4	0.4
h	E	_	6	0.4
i	k	4	2	0.4
H	f	5	2	0.4
J	I	5	2	0.4
2	f	4	2	0.4
i	@	S	4	0.4
m	@	n	634	0.399747793190416
k	@	b	56	0.397163120567376
w	E	s	56	0.397163120567376
j	@	s	83	0.397129186602871
_	V	N	19	0.395833333333333
Q	g	r	35	0.393258426966292
S	I	f	11	0.392857142857143
{	n	s	120	0.392156862745098
5	g	r	38	0.391752577319588
f	l	9	9	0.391304347826087
I	t	8	27	0.391304347826087
6	@	r	9	0.391304347826087
f	1	T	9	0.391304347826087
S	1	k	18	0.391304347826087
Z	@	l	7	0.388888888888889
8	k	r	7	0.388888888888889
$	s	p	7	0.388888888888889
$	l	p	7	0.388888888888889
P	z	 	40	0.388349514563107
r	1	S	143	0.387533875338753
k	l	6	17	0.386363636363636
p	@	T	22	0.385964912280702
b	r	5	27	0.385714285714286
j	@	R	32	0.385542168674699
_	I	s	64	0.385542168674699
w	I	T	5	0.384615384615385
w	I	z	40	0.384615384615385
U	b	P	5	0.384615384615385
7	r	5	5	0.384615384615385
h	#	t	60	0.384615384615385
Q	n	f	25	0.384615384615385
@	d	m	20	0.384615384615385
{	d	V	5	0.384615384615385
7	r	I	65	0.384615384615385
3	k	s	10	0.384615384615385
j	U	E	5	0.384615384615385
d	r	7	5	0.384615384615385
d	r	1	25	0.384615384615385
l	2	z	123	0.384375
n	d	6	13	0.382352941176471
n	k	w	21	0.381818181818182
f	r	1	32	0.380952380952381
k	@	m	214	0.380782918149466
k	l	#	27	0.380281690140845
r	@	r	30	0.379746835443038
9	l	I	47	0.379032258064516
b	#	T	14	0.378378378378378
j	@	 	76	0.378109452736318
E	n	s	179	0.376050420168067
9	R	 	62	0.375757575757576
k	l	4	3	0.375
k	w	4	3	0.375
8	l	2	3	0.375
J	b	Q	3	0.375
1	b	{	3	0.375
u	k	V	3	0.375
4	@	s	3	0.375
5	v	@	204	0.375
U	d	w	6	0.375
2	k	6	3	0.375
4	l	s	3	0.375
6	n	h	3	0.375
l	_	7	3	0.375
m	b	7	9	0.375
P	d	i	3	0.375
n	$	T	15	0.375
S	b	5	3	0.375
g	P	h	3	0.375
z	I	5	3	0.375
l	s	7	3	0.375
Q	r	{	3	0.375
z	I	_	3	0.375
m	b	5	19	0.372549019607843
m	p	5	19	0.372549019607843
 	I	g	86	0.372294372294372
6	t	l	16	0.372093023255814
D	I	 	16	0.372093023255814
n	I	g	39	0.371428571428571
h	Q	g	10	0.37037037037037
d	Q	g	38	0.368932038834951
r	2	@	38	0.368932038834951
f	I	_	7	0.368421052631579
$	d	z	7	0.368421052631579
D	@	n	7	0.368421052631579
Q	k	s	116	0.368253968253968
w	I	D	18	0.36734693877551
k	V	v	29	0.367088607594937
p	@	f	22	0.366666666666667
$	s	f	11	0.366666666666667
m	@	r	129	0.365439093484419
s	k	j	38	0.365384615384615
t	I	z	50	0.364963503649635
s	t	I	541	0.364309764309764
l	@	_	119	0.363914373088685
{	n	t	195	0.363805970149254
N	s	p	4	0.363636363636364
T	r	$	4	0.363636363636364
b	I	S	24	0.363636363636364
f	l	U	4	0.363636363636364
J	I	v	4	0.363636363636364
Q	m	n	16	0.363636363636364
2	p	#	4	0.363636363636364
l	b	8	4	0.363636363636364
N	V	p	4	0.363636363636364
5	d	6	4	0.363636363636364
u	p	7	4	0.363636363636364
V	n	v	4	0.363636363636364
l	g	8	4	0.363636363636364
6	t	b	8	0.363636363636364
l	b	$	4	0.363636363636364
{	n	i	4	0.363636363636364
V	l	v	4	0.363636363636364
D	l	I	4	0.363636363636364
d	@	h	8	0.363636363636364
s	t	$	70	0.362694300518135
@	b	l	210	0.362694300518135
Q	n	t	114	0.361904761904762
E	n	t	419	0.361830742659758
u	n	j	26	0.361111111111111
1	n	t	53	0.360544217687075
E	l	m	18	0.36
$	m	P	9	0.36
p	@	b	18	0.36
N	b	$	9	0.36
v	2	z	23	0.359375
2	s	E	14	0.358974358974359
J	9	l	39	0.357798165137615
g	{	N	10	0.357142857142857
2	t	w	10	0.357142857142857
6	t	s	25	0.357142857142857
{	Z	9	5	0.357142857142857
E	k	S	86	0.356846473029046
z	I	l	31	0.35632183908046
@	d	v	31	0.35632183908046
r	@	l	281	0.355696202531646
_	u	d	16	0.355555555555556
V	s	t	157	0.355203619909502
 	#	J	11	0.354838709677419
t	r	I	353	0.354773869346734
n	t	1	61	0.354651162790698
k	l	{	80	0.353982300884956
Q	k	j	35	0.353535353535354
{	k	s	108	0.352941176470588
#	d	z	6	0.352941176470588
I	f	2	121	0.352769679300292
 	j	9	19	0.351851851851852
1	n	j	45	0.3515625
b	3	T	13	0.351351351351351
V	n	h	13	0.351351351351351
p	l	$	13	0.351351351351351
f	l	I	69	0.350253807106599
d	r	2	35	0.35
b	V	v	7	0.35
N	k	j	7	0.35
S	{	g	7	0.35
N	s	2	7	0.35
I	n	s	274	0.349936143039591
k	@	r	109	0.349358974358974
Q	n	s	110	0.349206349206349
b	j	u	37	0.349056603773585
I	f	U	15	0.348837209302326
f	l	Q	23	0.348484848484849
_	@	n	133	0.348167539267016
5	v	3	8	0.347826086956522
n	t	r	197	0.347442680776014
E	l	5	33	0.347368421052632
w	1	v	17	0.346938775510204
H	l	I	18	0.346153846153846
m	p	2	9	0.346153846153846
E	n	v	10	0.344827586206897
g	Q	g	10	0.344827586206897
s	t	{	122	0.344632768361582
E	t	r	42	0.344262295081967
1	l	z	11	0.34375
t	7	T	11	0.34375
d	r	5	24	0.342857142857143
k	l	5	49	0.342657342657343
r	@	b	142	0.342168674698795
P	n	I	13	0.342105263157895
$	t	5	13	0.342105263157895
@	r	1	201	0.341836734693878
 	s	w	156	0.341356673960613
n	I	S	74	0.341013824884793
k	r	6	15	0.340909090909091
m	{	J	16	0.340425531914894
P	d	 	35	0.339805825242718
s	I	m	125	0.339673913043478
d	j	@	91	0.33955223880597
N	k	r	19	0.339285714285714
E	k	n	19	0.339285714285714
j	u	n	132	0.338461538461538
k	l	V	25	0.337837837837838
Z	H	m	1	0.333333333333333
2	t	_	1	0.333333333333333
$	s	2	5	0.333333333333333
J	I	w	1	0.333333333333333
u	E	v	1	0.333333333333333
D	z	p	1	0.333333333333333
5	p	4	2	0.333333333333333
V	r	7	1	0.333333333333333
V	b	$	2	0.333333333333333
v	@	T	2	0.333333333333333
r	V	D	10	0.333333333333333
v	d	$	2	0.333333333333333
h	5	l	91	0.333333333333333
4	l	k	2	0.333333333333333
f	h	j	1	0.333333333333333
P	@	s	1	0.333333333333333
z	f	2	2	0.333333333333333
V	m	z	3	0.333333333333333
4	l	2	1	0.333333333333333
8	f	l	2	0.333333333333333
V	f	$	2	0.333333333333333
#	b	4	1	0.333333333333333
#	h	#	4	0.333333333333333
J	U	{	4	0.333333333333333
 	@	h	2	0.333333333333333
3	m	4	1	0.333333333333333
6	t	m	4	0.333333333333333
V	n	$	2	0.333333333333333
P	f	5	2	0.333333333333333
8	r	{	3	0.333333333333333
7	k	V	1	0.333333333333333
D	@	v	1	0.333333333333333
4	h	U	1	0.333333333333333
S	l	I	41	0.333333333333333
U	p	r	3	0.333333333333333
g	1	_	12	0.333333333333333
u	l	m	5	0.333333333333333
k	w	$	28	0.333333333333333
3	d	z	3	0.333333333333333
U	r	7	1	0.333333333333333
_	w	U	2	0.333333333333333
J	j	#	1	0.333333333333333
u	s	k	3	0.333333333333333
3	T	S	1	0.333333333333333
u	T	p	3	0.333333333333333
5	j	u	1	0.333333333333333
i	r	U	1	0.333333333333333
{	n	6	1	0.333333333333333
z	m	{	7	0.333333333333333
Z	H	@	2	0.333333333333333
k	S	P	1	0.333333333333333
w	2	E	2	0.333333333333333
P	t	$	2	0.333333333333333
S	p	i	2	0.333333333333333
4	@	r	1	0.333333333333333
J	#	w	1	0.333333333333333
1	I	k	13	0.333333333333333
b	$	Z	3	0.333333333333333
N	w	i	2	0.333333333333333
t	h	6	10	0.333333333333333
p	t	3	2	0.333333333333333
3	b	#	1	0.333333333333333
1	s	u	1	0.333333333333333
2	n	T	2	0.333333333333333
{	k	6	1	0.333333333333333
H	t	2	2	0.333333333333333
v	w	$	2	0.333333333333333
U	S	H	3	0.333333333333333
Z	i	m	1	0.333333333333333
i	j	u	5	0.333333333333333
D	1	v	1	0.333333333333333
1	k	$	2	0.333333333333333
$	n	f	10	0.333333333333333
j	U	I	9	0.333333333333333
l	Q	T	16	0.333333333333333
m	p	6	5	0.333333333333333
H	w	8	1	0.333333333333333
Z	@	m	1	0.333333333333333
1	t	q	1	0.333333333333333
4	f	r	1	0.333333333333333
j	U	5	2	0.333333333333333
q	N	s	3	0.333333333333333
H	k	$	1	0.333333333333333
6	b	E	1	0.333333333333333
S	b	V	4	0.333333333333333
S	w	$	2	0.333333333333333
z	b	V	1	0.333333333333333
u	l	b	3	0.333333333333333
3	d	#	1	0.333333333333333
1	t	u	1	0.333333333333333
d	h	j	2	0.333333333333333
#	r	6	1	0.333333333333333
3	n	m	3	0.333333333333333
5	l	u	1	0.333333333333333
4	r	2	1	0.333333333333333
s	t	8	16	0.333333333333333
_	Q	S	1	0.333333333333333
I	_	4	5	0.333333333333333
8	r	V	2	0.333333333333333
z	k	#	2	0.333333333333333
6	w	E	1	0.333333333333333
7	m	V	1	0.333333333333333
S	H	S	3	0.333333333333333
D	8	z	3	0.333333333333333
S	p	Q	2	0.333333333333333
7	s	V	1	0.333333333333333
7	r	i	1	0.333333333333333
H	d	6	1	0.333333333333333
#	g	4	1	0.333333333333333
5	v	4	2	0.333333333333333
P	h	5	2	0.333333333333333
r	2	2	1	0.333333333333333
u	m	z	4	0.333333333333333
r	2	6	1	0.333333333333333
d	I	J	5	0.333333333333333
T	E	f	1	0.333333333333333
#	m	4	1	0.333333333333333
U	m	#	2	0.333333333333333
Q	l	7	3	0.333333333333333
t	w	8	4	0.333333333333333
{	b	3	1	0.333333333333333
4	l	r	1	0.333333333333333
J	8	w	1	0.333333333333333
n	f	8	5	0.333333333333333
S	b	$	2	0.333333333333333
U	l	Q	1	0.333333333333333
5	S	u	1	0.333333333333333
n	$	D	5	0.333333333333333
2	k	u	2	0.333333333333333
u	#	v	1	0.333333333333333
1	k	6	1	0.333333333333333
3	J	#	1	0.333333333333333
2	f	_	1	0.333333333333333
6	w	6	1	0.333333333333333
S	f	U	4	0.333333333333333
T	@	_	1	0.333333333333333
8	n	t	1	0.333333333333333
S	i	S	3	0.333333333333333
N	I	n	2	0.333333333333333
P	b	$	2	0.333333333333333
$	l	b	5	0.333333333333333
i	s	T	7	0.333333333333333
6	S	E	1	0.333333333333333
3	k	j	15	0.333333333333333
S	r	V	4	0.333333333333333
S	r	i	2	0.333333333333333
u	h	#	4	0.333333333333333
J	p	#	1	0.333333333333333
H	t	d	1	0.333333333333333
d	2	j	2	0.333333333333333
7	p	i	1	0.333333333333333
u	z	v	1	0.333333333333333
4	d	2	1	0.333333333333333
4	b	P	1	0.333333333333333
p	l	3	2	0.333333333333333
3	n	k	2	0.333333333333333
8	s	l	2	0.333333333333333
$	d	k	8	0.333333333333333
3	m	2	3	0.333333333333333
w	8	w	2	0.333333333333333
J	V	g	2	0.333333333333333
Q	p	6	2	0.333333333333333
v	I	d	32	0.333333333333333
Q	r	7	3	0.333333333333333
7	l	i	1	0.333333333333333
D	8	v	1	0.333333333333333
J	d	#	1	0.333333333333333
b	P	j	8	0.333333333333333
T	p	6	1	0.333333333333333
4	{	k	2	0.333333333333333
2	m	_	1	0.333333333333333
T	r	{	3	0.333333333333333
g	n	7	2	0.333333333333333
_	5	v	5	0.333333333333333
V	m	1	1	0.333333333333333
v	b	Q	2	0.333333333333333
P	r	6	2	0.333333333333333
1	n	u	1	0.333333333333333
P	d	6	2	0.333333333333333
T	I	{	3	0.333333333333333
3	s	m	3	0.333333333333333
H	w	2	2	0.333333333333333
{	N	6	1	0.333333333333333
J	d	j	1	0.333333333333333
H	m	2	2	0.333333333333333
v	j	E	3	0.333333333333333
j	u	{	1	0.333333333333333
T	3	m	12	0.333333333333333
3	m	V	1	0.333333333333333
N	n	i	2	0.333333333333333
{	k	t	178	0.332089552238806
p	@	z	50	0.33112582781457
n	f	$	38	0.330434782608696
b	r	u	35	0.330188679245283
d	I	g	34	0.330097087378641
I	N	z	59	0.329608938547486
f	r	2	27	0.329268292682927
Q	l	5	23	0.328571428571429
d	I	5	23	0.328571428571429
f	I	g	20	0.327868852459016
r	I	k	300	0.327868852459016
i	d	j	40	0.327868852459016
n	d	j	35	0.327102803738318
g	1	t	52	0.327044025157233
Q	s	t	103	0.326984126984127
E	S	H	51	0.326923076923077
k	r	Q	85	0.325670498084291
l	u	Z	14	0.325581395348837
V	l	_	14	0.325581395348837
g	l	V	14	0.325581395348837
n	d	V	39	0.325
s	1	S	26	0.325
m	b	#	13	0.325
p	5	z	49	0.324503311258278
V	b	P	47	0.324137931034483
g	@	m	23	0.323943661971831
v	P	 	69	0.323943661971831
v	@	g	11	0.323529411764706
d	v	3	11	0.323529411764706
w	I	p	21	0.323076923076923
s	t	Q	72	0.322869955156951
u	d	P	10	0.32258064516129
i	@	n	19	0.322033898305085
h	E	v	19	0.322033898305085
b	{	k	102	0.321766561514196
@	l	2	139	0.321759259259259
p	r	{	36	0.321428571428571
5	Q	p	9	0.321428571428571
5	s	p	9	0.321428571428571
b	z	3	9	0.321428571428571
z	l	I	18	0.321428571428571
$	m	{	9	0.321428571428571
6	t	w	9	0.321428571428571
6	T	w	9	0.321428571428571
@	s	l	186	0.321243523316062
v	@	l	90	0.320284697508897
w	1	_	8	0.32
z	I	 	64	0.32
r	I	w	8	0.32
$	t	P	8	0.32
g	r	9	8	0.32
d	@	w	8	0.32
4	l	 	38	0.319327731092437
4	d	 	38	0.319327731092437
#	k	1	15	0.319148936170213
k	w	7	15	0.319148936170213
k	r	1	44	0.318840579710145
 	$	T	22	0.318840579710145
5	l	f	7	0.318181818181818
v	2	@	35	0.318181818181818
k	t	@	140	0.317460317460317
l	I	f	66	0.317307692307692
$	t	s	13	0.317073170731707
r	I	g	86	0.316176470588235
S	{	m	12	0.315789473684211
S	1	m	12	0.315789473684211
E	r	7	6	0.315789473684211
i	@	b	6	0.315789473684211
s	k	6	12	0.315789473684211
s	2	z	42	0.315789473684211
n	v	4	6	0.315789473684211
6	d	@	12	0.315789473684211
l	t	3	6	0.315789473684211
h	7	R	6	0.315789473684211
Q	t	h	11	0.314285714285714
n	@	n	110	0.314285714285714
d	r	{	22	0.314285714285714
E	s	H	49	0.314102564102564
J	@	n	38	0.31404958677686
f	r	{	43	0.313868613138686
2	k	5	16	0.313725490196078
$	d	H	16	0.313725490196078
6	t	 	101	0.313664596273292
s	2	d	115	0.3125
 	#	R	5	0.3125
m	@	h	5	0.3125
 	8	R	5	0.3125
v	@	m	10	0.3125
Q	n	z	5	0.3125
1	n	z	10	0.3125
6	s	k	5	0.3125
m	5	h	5	0.3125
l	I	p	82	0.311787072243346
n	f	U	24	0.311688311688312
s	t	5	72	0.311688311688312
b	l	u	33	0.311320754716981
m	@	b	14	0.311111111111111
n	@	b	50	0.31055900621118
w	Q	b	9	0.310344827586207
k	r	#	22	0.309859154929577
m	p	1	13	0.30952380952381
Q	z	m	13	0.30952380952381
u	Z	H	26	0.30952380952381
s	t	E	103	0.309309309309309
J	9	s	17	0.309090909090909
9	l	 	51	0.309090909090909
S	n	I	38	0.308943089430894
w	@	d	81	0.307984790874525
#	s	J	4	0.307692307692308
g	{	f	4	0.307692307692308
U	d	k	4	0.307692307692308
i	E	m	12	0.307692307692308
#	t	b	8	0.307692307692308
#	d	b	8	0.307692307692308
g	1	p	4	0.307692307692308
P	b	r	4	0.307692307692308
b	r	{	28	0.307692307692308
1	l	2	4	0.307692307692308
N	f	U	4	0.307692307692308
E	l	E	4	0.307692307692308
E	s	i	4	0.307692307692308
5	p	H	12	0.307692307692308
I	s	p	148	0.307053941908714
s	E	n	202	0.306990881458967
1	t	I	132	0.306976744186047
b	I	z	19	0.306451612903226
N	k	w	15	0.306122448979592
k	s	p	135	0.306122448979592
w	3	D	15	0.306122448979592
w	E	l	104	0.305882352941176
w	I	n	92	0.305647840531561
{	r	7	11	0.305555555555556
 	@	d	92	0.304635761589404
2	n	{	14	0.304347826086957
b	2	p	7	0.304347826086957
i	n	z	7	0.304347826086957
N	k	1	7	0.304347826086957
2	@	g	7	0.304347826086957
s	I	k	144	0.30379746835443
l	@	r	82	0.303703703703704
3	n	P	17	0.303571428571429
u	s	t	17	0.303571428571429
5	m	{	27	0.303370786516854
k	I	_	10	0.303030303030303
2	@	k	10	0.303030303030303
S	I	v	10	0.303030303030303
E	g	z	10	0.303030303030303
w	I	S	23	0.302631578947368
7	R	 	177	0.302564102564103
1	@	n	13	0.302325581395349
f	I	d	29	0.302083333333333
 	@	s	106	0.301994301994302
w	U	m	32	0.30188679245283
j	u	s	63	0.301435406698565
k	P	 	324	0.301395348837209
r	I	z	120	0.3
#	r	E	3	0.3
@	p	4	15	0.3
7	t	r	3	0.3
p	s	j	3	0.3
N	p	{	3	0.3
g	r	2	12	0.3
1	t	h	3	0.3
U	l	m	3	0.3
1	t	p	3	0.3
5	I	g	3	0.3
d	r	6	6	0.3
U	l	b	6	0.3
f	$	h	3	0.3
J	#	J	3	0.3
1	s	h	3	0.3
_	I	p	6	0.3
1	m	1	3	0.3
b	I	v	6	0.3
k	@	w	6	0.3
1	d	1	3	0.3
u	z	d	9	0.3
h	#	h	3	0.3
r	I	D	9	0.3
d	I	t	94	0.299363057324841
d	@	b	44	0.299319727891156
m	l	I	70	0.299145299145299
$	t	@	131	0.299086757990868
g	l	5	26	0.298850574712644
g	r	I	75	0.298804780876494
g	l	#	23	0.298701298701299
n	I	z	63	0.298578199052133
I	s	k	177	0.297979797979798
T	{	N	14	0.297872340425532
V	t	H	14	0.297872340425532
f	$	f	11	0.297297297297297
r	i	1	11	0.297297297297297
b	Q	m	24	0.296296296296296
5	k	w	8	0.296296296296296
Q	g	n	13	0.295454545454545
k	w	Q	77	0.295019157088123
k	w	2	46	0.294871794871795
I	n	k	175	0.294612794612795
v	@	t	71	0.294605809128631
p	I	_	10	0.294117647058824
l	h	6	5	0.294117647058824
1	k	Q	5	0.294117647058824
v	I	g	10	0.294117647058824
d	w	3	10	0.294117647058824
S	$	R	19	0.292307692307692
b	l	i	19	0.292307692307692
s	t	3	33	0.292035398230089
v	2	v	7	0.291666666666667
V	k	j	7	0.291666666666667
r	1	Z	7	0.291666666666667
n	t	l	163	0.291071428571429
d	@	n	155	0.290262172284644
m	b	@	80	0.289855072463768
w	$	t	93	0.289719626168224
k	r	u	64	0.289592760180996
E	N	T	11	0.289473684210526
i	m	Q	11	0.289473684210526
n	2	z	61	0.289099526066351
l	@	t	309	0.289055191768007
t	1	_	26	0.288888888888889
1	s	m	13	0.288888888888889
t	V	J	17	0.288135593220339
s	I	_	17	0.288135593220339
I	N	k	171	0.287878787878788
m	I	T	19	0.287878787878788
E	n	j	37	0.286821705426357
s	t	V	59	0.286407766990291
l	I	{	10	0.285714285714286
T	Q	g	2	0.285714285714286
U	I	s	8	0.285714285714286
7	m	#	2	0.285714285714286
#	d	S	2	0.285714285714286
$	k	S	4	0.285714285714286
w	I	v	14	0.285714285714286
z	w	3	2	0.285714285714286
V	b	3	2	0.285714285714286
5	t	h	4	0.285714285714286
9	l	t	2	0.285714285714286
z	v	3	2	0.285714285714286
T	5	g	2	0.285714285714286
N	g	#	2	0.285714285714286
d	w	8	2	0.285714285714286
7	r	#	2	0.285714285714286
T	V	g	2	0.285714285714286
m	{	g	30	0.285714285714286
U	d	h	2	0.285714285714286
2	m	S	2	0.285714285714286
N	z	 	54	0.285714285714286
i	I	g	2	0.285714285714286
5	r	U	2	0.285714285714286
#	n	S	2	0.285714285714286
#	m	$	2	0.285714285714286
#	t	$	2	0.285714285714286
@	T	H	2	0.285714285714286
s	#	Z	4	0.285714285714286
3	f	b	2	0.285714285714286
#	Q	S	2	0.285714285714286
{	S	u	2	0.285714285714286
3	t	n	4	0.285714285714286
U	t	h	2	0.285714285714286
Q	l	i	2	0.285714285714286
5	z	b	4	0.285714285714286
z	#	7	2	0.285714285714286
 	p	q	2	0.285714285714286
b	I	f	16	0.285714285714286
P	f	U	2	0.285714285714286
n	t	{	42	0.285714285714286
@	d	h	6	0.285714285714286
{	t	u	2	0.285714285714286
#	f	t	76	0.285714285714286
U	l	h	2	0.285714285714286
